Código Municipio;Municipio ;Código Departamento;Departamento;Actividades primarias *;Actividades secundarias **;Actividades terciarias ***;"Valor agregado
";Peso relativo municipal en el valor agregado departamental (%)
05467;MONTEBELLO;05;Antioquia;38.57858827;6.59525408;91.05126846;136.2251108; 0.1 
05475;MURINDO;05;Antioquia;5.71071422;2.827278494;59.1764905;67.71448322; 0.0 
05480;MUTATA;05;Antioquia;190.5781707;17.22856756;183.2241762;391.0309145; 0.2 
05483;NARIÑO;05;Antioquia;46.9350673;8.109845517;107.8187275;162.8636403; 0.1 
05490;NECOCLI;05;Antioquia;396.0610293;46.43507053;552.831476;995.3275759; 0.5 
05495;NECHI;05;Antioquia;50.03867493;18.27549091;306.4254813;374.7396472; 0.2 
05501;OLAYA;05;Antioquia;19.47750168;3.179979138;43.58948589;66.24696671; 0.0 
05541;PEÑOL;05;Antioquia;470.6227269;37.15813059;280.685136;788.4659934; 0.4 
05543;PEQUE;05;Antioquia;20.27652341;5.545049007;83.19934813;109.0209206; 0.1 
05576;PUEBLORRICO;05;Antioquia;71.03585126;8.709832978;101.3679691;181.1136534; 0.1 
05579;PUERTO BERRIO;05;Antioquia;114.1219744;70.20894266;809.6814369;994.012354; 0.5 
05585;PUERTO NARE;05;Antioquia;177.2064275;61.61215276;453.0536298;691.8722101; 0.3 
05591;PUERTO TRIUNFO;05;Antioquia;35.20250908;35.80167816;251.522741;322.5269283; 0.2 
05604;REMEDIOS;05;Antioquia;927.9027862;23.94904777;383.1378069;1334.989641; 0.6 
05607;RETIRO;05;Antioquia;194.8445563;51.402515;600.5650156;846.8120869; 0.4 
05615;RIONEGRO;05;Antioquia;108.2680672;2545.889831;3100.693264;5754.851163; 2.7 
05628;SABANALARGA;05;Antioquia;25.06760601;6.424098227;95.78804582;127.2797501; 0.1 
05631;SABANETA;05;Antioquia;11.44817572;1371.069475;3084.913526;4467.431177; 2.1 
05642;SALGAR;05;Antioquia;207.7180295;21.55905813;229.4267946;458.7038823; 0.2 
05647;SAN ANDRES DE CUERQUIA;05;Antioquia;26.76532384;5.552695525;79.37866314;111.6966825; 0.1 
05649;SAN CARLOS;05;Antioquia;37.11348647;62.48390498;1347.109079;1446.70647; 0.7 
05652;SAN FRANCISCO;05;Antioquia;13.63151566;4.215759983;66.66740724;84.51468288; 0.0 
05656;SAN JERONIMO;05;Antioquia;38.81487109;16.409808;287.5946385;342.8193176; 0.2 
05658;SAN JOSE DE LA MONTAÑA;05;Antioquia;8.59033065;2.863228598;46.06613954;57.51969879; 0.0 
05659;SAN JUAN DE URABA;05;Antioquia;115.6042568;17.04314256;220.3195129;352.9669122; 0.2 
05660;SAN LUIS;05;Antioquia;16.31730642;9.380659456;160.8836334;186.5815992; 0.1 
05664;SAN PEDRO DE LOS MILAGROS;05;Antioquia;247.3652377;720.9058834;417.0725844;1385.343705; 0.7 
05665;SAN PEDRO DE URABA;05;Antioquia;205.7303457;27.1888312;328.5022004;561.4213772; 0.3 
05667;SAN RAFAEL;05;Antioquia;15.55797325;10.40326277;173.6867851;199.6480211; 0.1 
05670;SAN ROQUE;05;Antioquia;87.42953786;16.65811541;235.0616698;339.149323; 0.2 
05674;SAN VICENTE;05;Antioquia;278.245974;27.36594862;278.4698791;584.0818017; 0.3 
05679;SANTA BARBARA;05;Antioquia;199.2837151;26.74916104;326.233735;552.2666112; 0.3 
05686;SANTA ROSA DE OSOS;05;Antioquia;443.5247914;299.9730719;658.2936959;1401.791559; 0.7 
05690;SANTO DOMINGO;05;Antioquia;327.4688798;16.24682549;155.0097382;498.7254434; 0.2 
05697;EL SANTUARIO;05;Antioquia;340.0836852;52.64026085;431.9003496;824.6242956; 0.4 
05736;SEGOVIA;05;Antioquia;1275.626223;30.19978185;553.2276487;1859.053654; 0.9 
05756;SONSON;05;Antioquia;773.9821169;387.4570169;556.4777709;1717.916905; 0.8 
05761;SOPETRAN;05;Antioquia;38.22170424;14.12061509;238.1617617;290.504081; 0.1 
05789;TAMESIS;05;Antioquia;227.4436922;39.03559605;215.8587367;482.3380249; 0.2 
05790;TARAZA;05;Antioquia;87.26500677;22.12902195;378.9750359;488.3690646; 0.2 
05792;TARSO;05;Antioquia;81.35025031;8.325185485;89.64399374;179.3194295; 0.1 
05809;TITIRIBI;05;Antioquia;63.21915001;9.542234761;131.0997353;203.8611201; 0.1 
05819;TOLEDO;05;Antioquia;23.47954891;5.692763799;92.44655218;121.6188649; 0.1 
05837;TURBO;05;Antioquia;1432.36919;173.6167847;2142.831993;3748.817968; 1.8 
05842;URAMITA;05;Antioquia;99.27000312;8.334074807;71.73743157;179.3415095; 0.1 
05847;URRAO;05;Antioquia;704.3726328;54.31573221;363.8869816;1122.575347; 0.5 
05854;VALDIVIA;05;Antioquia;28.9207076;10.36444034;169.0416148;208.3267627; 0.1 
05856;VALPARAISO;05;Antioquia;233.9810416;14.85673864;94.68272199;343.5205023; 0.2 
05858;VEGACHI;05;Antioquia;214.5782421;9.470093471;153.5496339;377.5979694; 0.2 
05861;VENECIA;05;Antioquia;149.7190578;16.82876329;198.3029387;364.8507599; 0.2 
05873;VIGIA DEL FUERTE;05;Antioquia;31.59679347;5.605265333;97.04635223;134.248411; 0.1 
05885;YALI;05;Antioquia;23.78135545;5.747848459;87.03608206;116.565286; 0.1 
05887;YARUMAL;05;Antioquia;137.9376219;224.5615803;587.4491418;949.948344; 0.5 
05890;YOLOMBO;05;Antioquia;219.0580062;22.32222779;247.9565914;489.3368254; 0.2 
05893;YONDO;05;Antioquia;978.4249384;17.16500227;240.9600017;1236.549942; 0.6 
05895;ZARAGOZA;05;Antioquia;182.1121024;18.27418694;289.4232423;489.8095316; 0.2 
08001;BARRANQUILLA;08;Atlantico;6.29832752;8751.922522;31984.55737;40742.77822; 64.1 
08078;BARANOA;08;Atlantico;109.1574347;360.8189073;635.9674158;1105.943758; 1.7 
08137;CAMPO DE LA CRUZ;08;Atlantico;11.98364654;11.50394551;205.4876394;228.9752314; 0.4 
08141;CANDELARIA;08;Atlantico;13.85528814;8.620842559;151.7483532;174.2244839; 0.3 
08296;GALAPA;08;Atlantico;49.68290477;778.9075127;826.8840965;1655.474514; 2.6 
08372;JUAN DE ACOSTA;08;Atlantico;8.708215031;13.49549769;257.6799876;279.8837003; 0.4 
08421;LURUACO;08;Atlantico;52.54033814;21.97489201;258.2093962;332.7246264; 0.5 
08433;MALAMBO;08;Atlantico;99.92511795;1303.188295;1610.683616;3013.797029; 4.7 
08436;MANATI;08;Atlantico;18.11401205;11.39046002;206.0772338;235.5817059; 0.4 
08520;PALMAR DE VARELA;08;Atlantico;30.5600323;309.8081128;255.9421693;596.3103144; 0.9 
08549;PIOJO;08;Atlantico;15.33304914;4.135826804;65.92201653;85.39089247; 0.1 
08558;POLONUEVO;08;Atlantico;111.6470622;13.59630567;166.990419;292.2337869; 0.5 
08560;PONEDERA;08;Atlantico;41.13492273;13.80014196;228.0621772;282.9972418; 0.4 
08573;PUERTO COLOMBIA;08;Atlantico;8.910686927;71.71875018;856.2228846;936.8523217; 1.5 
08606;REPELON;08;Atlantico;64.36116345;16.40962612;261.8182792;342.5890688; 0.5 
08634;SABANAGRANDE;08;Atlantico;63.97407012;53.9891649;346.1947264;464.1579614; 0.7 
08638;SABANALARGA;08;Atlantico;297.9398077;53.54198192;936.3851944;1287.866984; 2.0 
08675;SANTA LUCIA;08;Atlantico;9.340159552;7.963157748;140.0831974;157.3865147; 0.2 
08685;SANTO TOMAS;08;Atlantico;56.97829608;19.56206137;330.2603754;406.8007328; 0.6 
08758;SOLEDAD;08;Atlantico;4.892120618;1549.270796;8924.280674;10478.44359; 16.5 
08770;SUAN;08;Atlantico;6.65905788;6.326043447;114.2014824;127.1865837; 0.2 
08832;TUBARA;08;Atlantico;10.79241024;12.01592187;195.1109956;217.9193278; 0.3 
08849;USIACURI;08;Atlantico;25.33282523;6.689119196;101.154049;133.1759935; 0.2 
11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508; 100.0 
13001;CARTAGENA;13;Bolivar;58.45820116;12273.02681;20742.52246;33074.00747; 65.3 
13006;ACHI;13;Bolivar;168.0949323;36.18809432;215.4632063;419.746233; 0.8 
13030;ALTOS DEL ROSARIO;13;Bolivar;32.86270635;11.00495531;83.41950411;127.2871658; 0.3 
13042;ARENAL;13;Bolivar;42.34818668;9.186471546;67.4976918;119.03235; 0.2 
13052;ARJONA;13;Bolivar;166.4779158;83.81192388;689.491497;939.7813367; 1.9 
13062;ARROYOHONDO;13;Bolivar;25.59837995;9.092930686;69.74943758;104.4407482; 0.2 
13074;BARRANCO DE LOBA;13;Bolivar;48.96523811;16.86467896;126.3076862;192.1376032; 0.4 
13140;CALAMAR;13;Bolivar;32.8303369;25.42185415;226.4032405;284.6554315; 0.6 
13160;CANTAGALLO;13;Bolivar;824.052661;18.96501291;158.3826662;1001.40034; 2.0 
13188;CICUCO;13;Bolivar;36.96853218;14.86657603;140.2169844;192.0520927; 0.4 
13212;CORDOBA;13;Bolivar;136.7332428;16.68394835;133.116705;286.5338961; 0.6 
13222;CLEMENCIA;13;Bolivar;124.1472492;50.23778548;149.1149541;323.4999887; 0.6 
13244;EL CARMEN DE BOLIVAR;13;Bolivar;220.5146359;84.00936855;624.6083713;929.1323757; 1.8 
13248;EL GUAMO;13;Bolivar;34.55106643;11.3820686;81.82956925;127.7627043; 0.3 
13268;EL PEÑON;13;Bolivar;58.73326706;11.65618713;61.19172551;131.5811797; 0.3 
13300;HATILLO DE LOBA;13;Bolivar;55.57775683;14.19591273;110.0648999;179.8385694; 0.4 
13430;MAGANGUE;13;Bolivar;183.0449309;203.8582238;1907.846474;2294.749628; 4.5 
13433;MAHATES;13;Bolivar;191.2242279;42.04234529;240.4299664;473.6965396; 0.9 
13440;MARGARITA;13;Bolivar;59.02799421;12.45848179;74.41956919;145.9060452; 0.3 
13442;MARIA LA BAJA;13;Bolivar;139.484979;51.95645026;390.675183;582.1166122; 1.2 
13458;MONTECRISTO;13;Bolivar;189.2441612;16.92573988;125.3494213;331.5193224; 0.7 
13468;MOMPOS;13;Bolivar;76.63333533;51.88296113;453.0849909;581.6012874; 1.1 
13473;MORALES;13;Bolivar;105.9296532;28.8643829;191.9464762;326.7405123; 0.6 
13490;NOROSI;13;Bolivar;101.5926468;8.415736504;67.29534119;177.3037245; 0.4 
13549;PINILLOS;13;Bolivar;62.48410383;23.57580433;177.1655643;263.2254724; 0.5 
13580;REGIDOR;13;Bolivar;81.16675338;13.31619785;57.7974593;152.2804105; 0.3 
13600;RIO VIEJO;13;Bolivar;88.11579385;18.00717725;102.2488502;208.3718213; 0.4 
13620;SAN CRISTOBAL;13;Bolivar;8.679294657;6.94408857;64.13591891;79.75930213; 0.2 
13647;SAN ESTANISLAO;13;Bolivar;70.45829643;23.7387666;172.3951765;266.5922396; 0.5 
13650;SAN FERNANDO;13;Bolivar;30.45125661;11.91085381;90.4306719;132.7927823; 0.3 
13654;SAN JACINTO;13;Bolivar;115.4083036;34.84414671;242.0637495;392.3161998; 0.8 
13655;SAN JACINTO DEL CAUCA;13;Bolivar;42.9342268;11.58151037;82.50125416;137.0169913; 0.3 
13657;SAN JUAN NEPOMUCENO;13;Bolivar;143.2675826;48.89809121;356.9135373;549.0792111; 1.1 
13667;SAN MARTIN DE LOBA;13;Bolivar;181.9602073;15.62198505;114.7701765;312.3523689; 0.6 
13670;SAN PABLO;13;Bolivar;102.668123;65.55505765;326.0179751;494.2411557; 1.0 
13673;SANTA CATALINA;13;Bolivar;50.29226153;19.21424272;146.4025933;215.9090975; 0.4 
13683;SANTA ROSA;13;Bolivar;44.42336513;23.7534114;197.8324438;266.0092203; 0.5 
13688;SANTA ROSA DEL SUR;13;Bolivar;127.5189157;48.97464466;376.7965565;553.2901168; 1.1 
13744;SIMITI;13;Bolivar;95.42700793;28.06351911;193.7572177;317.2477447; 0.6 
13760;SOPLAVIENTO;13;Bolivar;6.248589881;9.472900105;89.48247271;105.2039627; 0.2 
13780;TALAIGUA NUEVO;13;Bolivar;35.48242118;15.01356089;133.5650125;184.0609945; 0.4 
13810;TIQUISIO;13;Bolivar;35.47933174;17.91545187;147.1785938;200.5733774; 0.4 
13836;TURBACO;13;Bolivar;53.82105234;600.7620739;1052.045208;1706.628334; 3.4 
13838;TURBANA;13;Bolivar;57.87886876;20.38203581;148.5681949;226.8290994; 0.4 
13873;VILLANUEVA;13;Bolivar;80.01565766;28.36940515;209.8566618;318.2417246; 0.6 
13894;ZAMBRANO;13;Bolivar;45.61944451;16.67531881;125.4001785;187.6949419; 0.4 
15001;TUNJA;15;Boyaca;161.0020213;464.1905338;4538.517734;5163.710289; 13.2 
15022;ALMEIDA;15;Boyaca;10.52274693;2.665852096;18.48315264;31.67175166; 0.1 
15047;AQUITANIA;15;Boyaca;327.8808629;46.99222631;207.2016747;582.0747639; 1.5 
15051;ARCABUCO;15;Boyaca;99.4111593;15.98493845;81.79303668;197.1891344; 0.5 
15087;BELEN;15;Boyaca;33.95596473;12.74441801;96.72131041;143.4216932; 0.4 
15090;BERBEO;15;Boyaca;17.37919452;3.110337005;19.10833275;39.59786428; 0.1 
15092;BETEITIVA;15;Boyaca;19.80939884;2.58098523;20.00273818;42.39312225; 0.1 
15097;BOAVITA;15;Boyaca;60.51887088;8.812122951;57.56602892;126.8970227; 0.3 
15104;BOYACA;15;Boyaca;43.00570063;51.87477388;98.05890149;192.939376; 0.5 
15106;BRICEÑO;15;Boyaca;77.9157947;9.269551705;28.49199806;115.6773445; 0.3 
15109;BUENAVISTA;15;Boyaca;75.20491078;10.72980852;45.79105096;131.7257703; 0.3 
15114;BUSBANZA;15;Boyaca;1.962746808;1.556252106;15.07259858;18.5915975; 0.0 
15131;CALDAS;15;Boyaca;26.77503011;5.377689999;32.8397429;64.99246301; 0.2 
15135;CAMPOHERMOSO;15;Boyaca;20.25466511;4.936104876;34.38814103;59.57891102; 0.2 
15162;CERINZA;15;Boyaca;9.544743468;4.672040603;41.02269705;55.23948112; 0.1 
15172;CHINAVITA;15;Boyaca;13.71571319;4.754214196;38.36998883;56.83991622; 0.1 
15176;CHIQUINQUIRA;15;Boyaca;64.99259685;109.2483502;1154.799483;1329.04043; 3.4 
15180;CHISCAS;15;Boyaca;38.13489311;5.098003992;39.09344481;82.32634191; 0.2 
15183;CHITA;15;Boyaca;17.26356421;8.376649036;75.94184133;101.5820546; 0.3 
15185;CHITARAQUE;15;Boyaca;73.3615261;31.01490396;62.34826475;166.7246948; 0.4 
15187;CHIVATA;15;Boyaca;23.33125846;3.845934585;34.55886476;61.7360578; 0.2 
15189;CIENEGA;15;Boyaca;39.7777833;15.70062135;55.40463546;110.8830401; 0.3 
15204;COMBITA;15;Boyaca;57.33637066;19.43942204;155.3266535;232.1024462; 0.6 
15212;COPER;15;Boyaca;97.62537344;11.83508166;37.28758836;146.7480435; 0.4 
15215;CORRALES;15;Boyaca;62.25262068;4.824806429;37.64154998;104.7189771; 0.3 
15218;COVARACHIA;15;Boyaca;43.924487;6.292664386;29.89509043;80.11224182; 0.2 
15223;CUBARA;15;Boyaca;118.2831813;10.16741673;101.0331018;229.4836999; 0.6 
15224;CUCAITA;15;Boyaca;22.69346243;6.550536093;50.17626643;79.42026495; 0.2 
15226;CUITIVA;15;Boyaca;15.19420987;3.177362658;20.19778038;38.56935291; 0.1 
15232;CHIQUIZA;15;Boyaca;45.30431172;8.531082373;49.82010985;103.6555039; 0.3 
15236;CHIVOR;15;Boyaca;3.758700517;3.208122064;31.11545642;38.082279; 0.1 
15238;DUITAMA;15;Boyaca;50.24487891;585.0397563;2542.915536;3178.200172; 8.1 
15244;EL COCUY;15;Boyaca;12.41668085;6.341353527;57.59886958;76.35690395; 0.2 
15248;EL ESPINO;15;Boyaca;7.947424097;3.703893099;33.37597314;45.02729034; 0.1 
15272;FIRAVITOBA;15;Boyaca;24.27757625;31.25606392;71.91829071;127.4519309; 0.3 
15276;FLORESTA;15;Boyaca;5.582879267;3.998641378;37.62605545;47.20757609; 0.1 
15293;GACHANTIVA;15;Boyaca;29.09604853;5.731656917;35.15202317;69.97972862; 0.2 
15296;GAMEZA;15;Boyaca;27.1010856;5.816915535;48.41402617;81.3320273; 0.2 
15299;GARAGOA;15;Boyaca;35.21244548;23.91211792;224.85279;283.9773534; 0.7 
15317;GUACAMAYAS;15;Boyaca;7.061842598;2.463169578;19.83895601;29.36396818; 0.1 
15322;GUATEQUE;15;Boyaca;55.40338875;19.05870526;155.7674611;230.2295551; 0.6 
15325;GUAYATA;15;Boyaca;41.39989281;7.397865666;41.91950319;90.71726166; 0.2 
15332;GÜICAN;15;Boyaca;8.224831166;7.105374688;49.79866568;65.12887154; 0.2 
15362;IZA;15;Boyaca;8.579030216;3.060881483;30.89824577;42.53815747; 0.1 
15367;JENESANO;15;Boyaca;95.57561364;17.6820389;104.0230765;217.280729; 0.6 
15368;JERICO;15;Boyaca;38.24637919;5.708434481;47.34613911;91.30095278; 0.2 
15377;LABRANZAGRANDE;15;Boyaca;17.77792547;5.00974804;37.01814147;59.80581498; 0.2 
15380;LA CAPILLA;15;Boyaca;44.94878791;6.740896066;31.08903851;82.7787225; 0.2 
15401;LA VICTORIA;15;Boyaca;6.44595759;1.800464861;13.38181769;21.62824014; 0.1 
15403;LA UVITA;15;Boyaca;34.18359374;4.43169518;39.2279309;77.84321982; 0.2 
15425;MACANAL;15;Boyaca;19.1059339;6.90714259;56.24267304;82.25574953; 0.2 
15442;MARIPI;15;Boyaca;52.8655689;11.32378063;73.75760768;137.9469572; 0.4 
15455;MIRAFLORES;15;Boyaca;75.98361631;18.12959725;126.6703859;220.7835995; 0.6 
15464;MONGUA;15;Boyaca;66.47736893;5.401800812;45.95369611;117.8328658; 0.3 
15466;MONGUI;15;Boyaca;14.23585535;4.93805421;46.42460789;65.59851745; 0.2 
15469;MONIQUIRA;15;Boyaca;142.9667832;47.00216216;311.8296879;501.7986333; 1.3 
15476;MOTAVITA;15;Boyaca;57.07711831;9.491509089;62.57616953;129.1447969; 0.3 
15480;MUZO;15;Boyaca;21.18294053;12.87739716;120.5681808;154.6285185; 0.4 
15491;NOBSA;15;Boyaca;45.27709359;1625.040754;511.3471255;2181.664973; 5.6 
15494;NUEVO COLON;15;Boyaca;102.0965902;14.44948884;61.80298441;178.3490635; 0.5 
15500;OICATA;15;Boyaca;16.87850819;5.98971853;33.73928189;56.60750861; 0.1 
15507;OTANCHE;15;Boyaca;28.83536429;10.92057483;90.75538954;130.5113287; 0.3 
15511;PACHAVITA;15;Boyaca;48.96803791;7.013942304;30.44608437;86.42806458; 0.2 
15514;PAEZ;15;Boyaca;22.41711548;5.824086751;42.37940328;70.62060551; 0.2 
15516;PAIPA;15;Boyaca;135.354776;86.44379175;833.8679884;1055.666556; 2.7 
15518;PAJARITO;15;Boyaca;13.99465602;4.002320087;30.4017026;48.39867871; 0.1 
15522;PANQUEBA;15;Boyaca;14.47814421;3.111878633;20.19262185;37.7826447; 0.1 
15531;PAUNA;15;Boyaca;157.8061556;20.67766251;76.74374081;255.2275589; 0.7 
15533;PAYA;15;Boyaca;7.509751447;2.956775062;24.56354617;35.03007267; 0.1 
15537;PAZ DE RIO;15;Boyaca;33.55162724;6.136212516;63.00152374;102.6893635; 0.3 
15542;PESCA;15;Boyaca;34.0906659;9.898194814;75.03196677;119.0208275; 0.3 
15550;PISBA;15;Boyaca;5.244396443;2.116052012;17.80462989;25.16507834; 0.1 
15572;PUERTO BOYACA;15;Boyaca;2165.431415;89.35549389;829.7931581;3084.580067; 7.9 
15580;QUIPAMA;15;Boyaca;43.60724051;9.630518831;63.85095027;117.0887096; 0.3 
15599;RAMIRIQUI;15;Boyaca;68.10872761;16.57491741;115.5791686;200.2628136; 0.5 
15600;RAQUIRA;15;Boyaca;144.4173507;15.15077547;94.70891313;254.2770392; 0.7 
15621;RONDON;15;Boyaca;17.18146013;3.838493329;25.24887363;46.26882708; 0.1 
15632;SABOYA;15;Boyaca;186.7175994;26.26636877;119.3639152;332.3478834; 0.9 
15638;SACHICA;15;Boyaca;113.5484032;15.07115033;57.46352487;186.0830784; 0.5 
15646;SAMACA;15;Boyaca;277.5913568;38.02539703;268.7073838;584.3241376; 1.5 
15660;SAN EDUARDO;15;Boyaca;15.55501876;3.0665861;18.5226838;37.14428866; 0.1 
15664;SAN JOSE DE PARE;15;Boyaca;74.3645513;12.18990129;63.07196885;149.6264214; 0.4 
15667;SAN LUIS DE GACENO;15;Boyaca;25.75284463;8.443295175;67.25780242;101.4539422; 0.3 
15673;SAN MATEO;15;Boyaca;42.43708454;5.813868146;37.90067405;86.15162674; 0.2 
15676;SAN MIGUEL DE SEMA;15;Boyaca;15.65493574;5.344728069;43.87280639;64.8724702; 0.2 
15681;SAN PABLO DE BORBUR;15;Boyaca;23.13874896;9.503227669;81.24739609;113.8893727; 0.3 
15686;SANTANA;15;Boyaca;59.92669131;13.68835167;92.73582829;166.3508713; 0.4 
15690;SANTA MARIA;15;Boyaca;13.41728823;102.5077191;1185.224177;1301.149184; 3.3 
15693;SANTA ROSA DE VITERBO;15;Boyaca;16.5317993;14.88302609;142.8419703;174.2567956; 0.4 
15696;SANTA SOFIA;15;Boyaca;34.0691409;6.78459522;42.07857206;82.93230818; 0.2 
15720;SATIVANORTE;15;Boyaca;15.01392066;2.958801197;25.55621124;43.5289331; 0.1 
15723;SATIVASUR;15;Boyaca;30.00229057;1.661264804;16.51671959;48.18027497; 0.1 
15740;SIACHOQUE;15;Boyaca;140.4460472;18.4564072;69.32912361;228.231578; 0.6 
15753;SOATA;15;Boyaca;24.02986393;12.70645904;114.9410233;151.6773462; 0.4 
15755;SOCOTA;15;Boyaca;165.2412496;10.39631816;96.33314317;271.970711; 0.7 
15757;SOCHA;15;Boyaca;84.50216041;10.74026252;111.8827875;207.1252104; 0.5 
15759;SOGAMOSO;15;Boyaca;64.03354088;1313.60673;2746.079408;4123.719679; 10.6 
15761;SOMONDOCO;15;Boyaca;35.7738018;6.434911764;36.25837365;78.46708721; 0.2 
15762;SORA;15;Boyaca;10.38872485;3.489733587;27.36591562;41.24437406; 0.1 
15763;SOTAQUIRA;15;Boyaca;46.99315707;19.16607195;95.74735716;161.9065862; 0.4 
15764;SORACA;15;Boyaca;47.88272329;11.33672401;78.00443963;137.2238869; 0.4 
15774;SUSACON;15;Boyaca;15.24821011;4.261195349;31.71092224;51.2203277; 0.1 
15776;SUTAMARCHAN;15;Boyaca;102.2563382;15.78066883;76.10801776;194.1450248; 0.5 
15778;SUTATENZA;15;Boyaca;40.3433066;7.55851799;43.4433025;91.34512709; 0.2 
15790;TASCO;15;Boyaca;71.01936624;7.059031157;68.98236455;147.0607619; 0.4 
15798;TENZA;15;Boyaca;45.03100088;8.270069537;47.49886759;100.799938; 0.3 
15804;TIBANA;15;Boyaca;408.3000565;43.76618686;95.19785971;547.264103; 1.4 
15806;TIBASOSA;15;Boyaca;60.34849912;876.8087881;204.6785955;1141.835883; 2.9 
15808;TINJACA;15;Boyaca;17.29264924;4.853943135;36.01278272;58.1593751; 0.1 
15810;TIPACOQUE;15;Boyaca;6.488110166;4.036203808;37.23126446;47.75557843; 0.1 
15814;TOCA;15;Boyaca;60.71863414;15.09667968;107.3004653;183.1157791; 0.5 
15816;TOGÜI;15;Boyaca;51.25191894;9.037569285;50.26952664;110.5590149; 0.3 
15820;TOPAGA;15;Boyaca;63.83788292;4.590555552;42.12472822;110.5531667; 0.3 
15822;TOTA;15;Boyaca;20.09853299;6.422036982;49.93690726;76.45747724; 0.2 
15832;TUNUNGUA;15;Boyaca;96.12723887;9.9156918;18.55115429;124.594085; 0.3 
15835;TURMEQUE;15;Boyaca;103.4878297;15.44399298;70.93234863;189.8641713; 0.5 
15837;TUTA;15;Boyaca;64.67816438;824.9968184;244.8646663;1134.539649; 2.9 
15839;TUTAZA;15;Boyaca;25.74238287;4.224083991;21.6371862;51.60365306; 0.1 
15842;UMBITA;15;Boyaca;70.70527147;12.50177353;76.94011122;160.1471562; 0.4 
15861;VENTAQUEMADA;15;Boyaca;121.5480295;28.64874988;197.809292;348.0060713; 0.9 
15407;VILLA DE LEYVA;15;Boyaca;459.9480186;65.07654153;285.1592629;810.183823; 2.1 
15879;VIRACACHA;15;Boyaca;25.0576766;5.06141988;31.20570772;61.32480419; 0.2 
15897;ZETAQUIRA;15;Boyaca;34.56315598;7.725327322;50.98817668;93.27665999; 0.2 
