DP;Departamento;MPIO;Municipio;Superficie;PopTot;Rural;Region;depa_nombre;muni_nombre;nombre_prestador;nit_prestador;clase_prestador;ese;naturaleza_juridica;caracter_territorial;nivel_atencion;nombre_sede_prestador;FECHA_RENOVACION_CICLO;FECHA_ULTIMA_ACREDITACION;fecha_vencimiento_acreditacion;fecha_generacion_este_reporte;field15;field16;field17;field18;field19;field20;field21;field22;field23;field24;field25;field26;field27;field28;field29;field30;field31;field32;field33;field34;field35;C�digo Municipio;Municipio:1;C�digo Departamento;Departamento:1;Actividades primarias *;Actividades secundarias **;Actividades terciarias ***;Valor agregado;Peso relativo municipal en el valor agregado departamental (%)
20;Cesar;20443;MANAURE;135.2702497;11944;0.173;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44560;MANAURE;44;La Guajira;145.1871709;30.27602515;327.6207032;503.0838992;2.6
20;Cesar;20517;PAILITAS;521.8410037;21933;0.256;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20517;PAILITAS;20;Cesar;61.47261519;18.60308439;164.3962018;244.4719013;0.7
20;Cesar;20550;PELAYA;383.2038936;24516;0.312;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20550;PELAYA;20;Cesar;172.2480932;27.39340016;166.4913931;366.1328865;1.1
20;Cesar;20570;PUEBLO BELLO;715.3422074;31738;0.689;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20570;PUEBLO BELLO;20;Cesar;150.2958308;26.03113407;168.86114;345.1881049;1
20;Cesar;20614;RIO DE ORO;515.5058815;19859;0.541;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20614;RIO DE ORO;20;Cesar;194.8578093;22.87456113;121.9620864;339.6944568;1
20;Cesar;20621;LA PAZ;1044.235389;32819;0.299;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20621;LA PAZ;20;Cesar;303.7935394;61.29340597;199.428845;564.5157904;1.7
20;Cesar;20621;LA PAZ;1044.235389;32819;0.299;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68397;LA PAZ;68;Santander;17.29065328;4.881233193;54.32417138;76.49605785;0.1
20;Cesar;20710;SAN ALBERTO;595.2342007;31090;0.204;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20710;SAN ALBERTO;20;Cesar;182.6805336;236.5158555;290.4689481;709.6653371;2.1
20;Cesar;20750;SAN DIEGO;661.3440745;22369;0.462;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20750;SAN DIEGO;20;Cesar;82.27368452;19.14916725;150.580274;252.0031258;0.7
20;Cesar;20770;SAN MARTIN;993.9029766;31503;0.461;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20770;SAN MARTIN;20;Cesar;1372.063168;32.69830378;245.7755594;1650.537031;4.9
20;Cesar;20770;SAN MARTIN;993.9029766;31503;0.461;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50689;SAN MARTIN;50;Meta;372.6790446;129.8956366;328.4515637;831.0262449;1.6
20;Cesar;20787;TAMALAMEQUE;501.2095467;18031;0.606;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20787;TAMALAMEQUE;20;Cesar;79.45023779;14.66470498;98.58004584;192.6949886;0.6
23;Cordoba;23001;MONTERIA;2983.959393;531424;0.224;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23001;MONTERIA;23;Cordoba;440.3234788;487.2720897;6607.165737;7534.761306;28.5
23;Cordoba;23068;AYAPEL;2109.453187;49553;0.423;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23068;AYAPEL;23;Cordoba;455.341182;27.73707081;275.6283114;758.7065642;2.9
23;Cordoba;23079;BUENAVISTA;872.5486138;22969;0.645;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15109;BUENAVISTA;15;Boyaca;75.20491078;10.72980852;45.79105096;131.7257703;0.3
23;Cordoba;23079;BUENAVISTA;872.5486138;22969;0.645;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23079;BUENAVISTA;23;Cordoba;133.1535734;15.01580451;132.3582837;280.5276617;1.1
23;Cordoba;23079;BUENAVISTA;872.5486138;22969;0.645;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63111;BUENAVISTA;63;Quindio;133.4707888;10.63782284;35.99894986;180.1075615;1.4
23;Cordoba;23079;BUENAVISTA;872.5486138;22969;0.645;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70110;BUENAVISTA;70;Sucre;23.2601435;11.66154673;106.6625932;141.5842834;1.2
23;Cordoba;23090;CANALETE;441.6824456;16690;0.761;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23090;CANALETE;23;Cordoba;217.0907271;18.55922367;121.7395696;357.3895204;1.4
23;Cordoba;23162;CERETE;318.7769857;115013;0.454;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23162;CERETE;23;Cordoba;141.1954299;114.3988628;996.5280977;1252.12239;4.7
23;Cordoba;23168;CHIMA;303.4593831;19160;0.807;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23168;CHIMA;23;Cordoba;52.97520586;8.375334916;88.01534388;149.3658847;0.6
23;Cordoba;23168;CHIMA;303.4593831;19160;0.807;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68176;CHIMA;68;Santander;39.04188482;4.451257185;30.40118328;73.89432527;0.1
23;Cordoba;23182;CHINU;590.118871;52063;0.602;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23182;CHINU;23;Cordoba;141.6593845;25.22596089;288.4729944;455.3583398;1.7
23;Cordoba;23189;CIENAGA DE ORO;590.8700769;64223;0.644;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23189;CIENAGA DE ORO;23;Cordoba;239.0760125;789.5654749;374.3909186;1403.032406;5.3
23;Cordoba;23300;COTORRA;96.57584279;20741;0.698;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23300;COTORRA;23;Cordoba;59.15827591;10.41216369;119.2594212;188.8298608;0.7
23;Cordoba;23350;LA APARTADA;271.1913082;15933;0.246;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23350;LA APARTADA;23;Cordoba;14.34175252;7.764814553;119.2471727;141.3537398;0.5
23;Cordoba;23417;LORICA;899.5506431;119228;0.54;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23417;LORICA;23;Cordoba;282.1655271;91.77613488;1353.767895;1727.709557;6.5
23;Cordoba;23419;LOS CORDOBAS;332.406765;20509;0.814;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23419;LOS CORDOBAS;23;Cordoba;107.2898268;12.77392424;117.6485313;237.7122823;0.9
23;Cordoba;23464;MOMIL;156.8362763;21271;0.422;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23464;MOMIL;23;Cordoba;33.93066283;8.998271745;117.3043343;160.2332689;0.6
23;Cordoba;23466;MONTELIBANO;1669.895159;87197;0.265;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23466;MONTELIBANO;23;Cordoba;357.049196;2174.709585;819.6784833;3351.437264;12.7
23;Cordoba;23500;MO�ITOS;220.8398657;32657;0.804;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23500;MO�ITOS;23;Cordoba;38.11514009;13.25309966;185.1541438;236.5223835;0.9
23;Cordoba;23555;PLANETA RICA;1027.776165;69377;0.372;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23555;PLANETA RICA;23;Cordoba;209.8330003;93.41611768;497.4876123;800.7367302;3
23;Cordoba;23570;PUEBLO NUEVO;852.3040455;38947;0.731;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23570;PUEBLO NUEVO;23;Cordoba;104.2056612;19.76922865;247.2528218;371.2277117;1.4
23;Cordoba;23574;PUERTO ESCONDIDO;414.9023488;25919;0.839;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23574;PUERTO ESCONDIDO;23;Cordoba;108.1387458;14.7534729;149.5158713;272.40809;1
23;Cordoba;23580;PUERTO LIBERTADOR;1635.183756;45766;0.703;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23580;PUERTO LIBERTADOR;23;Cordoba;366.3286446;22.63913908;324.3460699;713.3138536;2.7
23;Cordoba;23586;PURISIMA;113.5065089;18734;0.605;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23586;PURISIMA;23;Cordoba;20.90271138;7.979279086;113.6713943;142.5533848;0.5
23;Cordoba;23660;SAHAGUN;1004.22211;116988;0.522;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23660;SAHAGUN;23;Cordoba;199.7274334;129.6324866;1116.277661;1445.637581;5.5
23;Cordoba;23670;SAN ANDRES SOTAVENTO;214.2662412;51180;0.806;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23670;SAN ANDRES SOTAVENTO;23;Cordoba;45.65771895;18.10995524;254.3155477;318.0832219;1.2
23;Cordoba;23672;SAN ANTERO;227.4757284;36854;0.553;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23672;SAN ANTERO;23;Cordoba;53.52549713;15.56789354;209.6865235;278.7799142;1.1
23;Cordoba;23675;SAN BERNARDO DEL VIENTO;324.7750299;40391;0.773;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23675;SAN BERNARDO DEL VIENTO;23;Cordoba;55.05460625;15.40331036;201.3706658;271.8285824;1
23;Cordoba;23678;SAN CARLOS;482.9832822;29454;0.843;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5649;SAN CARLOS;5;Antioquia;37.11348647;62.48390498;1347.109079;1446.70647;0.7
23;Cordoba;23678;SAN CARLOS;482.9832822;29454;0.843;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23678;SAN CARLOS;23;Cordoba;166.616199;19.91781818;185.5825924;372.1166096;1.4
23;Cordoba;23686;SAN PELAYO;478.6461015;55444;0.84;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23686;SAN PELAYO;23;Cordoba;87.27517372;20.61809649;251.0359357;358.9292059;1.4
23;Cordoba;23807;TIERRALTA;5262.901877;100610;0.554;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23807;TIERRALTA;23;Cordoba;446.3905821;96.00208795;1299.193528;1841.586198;7
23;Cordoba;23855;VALENCIA;970.303866;38850;0.552;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23855;VALENCIA;23;Cordoba;218.6492104;24.56588987;214.2822085;457.4973087;1.7
25;Cundinamarca;25001;AGUA DE DIOS;79.01069773;14503;0.185;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25001;AGUA DE DIOS;25;Cundinamarca;33.40333267;16.05075767;165.0042795;214.4583699;0.2
25;Cundinamarca;25019;ALBAN;51.5748266;7978;0.651;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25019;ALBAN;25;Cundinamarca;141.8845592;40.43391783;66.76144345;249.0799204;0.3
25;Cundinamarca;25019;ALBAN;51.5748266;7978;0.651;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52019;ALBAN;52;Nari�o;187.971205;14.50597015;58.24812094;260.725296;1.2
25;Cundinamarca;25035;ANAPOIMA;134.2570431;18246;0.513;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25035;ANAPOIMA;25;Cundinamarca;452.7396595;42.48700185;275.1583952;770.3850566;0.9
25;Cundinamarca;25040;ANOLAIMA;123.1937436;17043;0.617;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25040;ANOLAIMA;25;Cundinamarca;117.8051917;17.59986285;140.4247151;275.8297697;0.3
25;Cundinamarca;25053;ARBELAEZ;152.9936858;12959;0.502;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25053;ARBELAEZ;25;Cundinamarca;196.3477435;19.51252086;116.3930663;332.2533306;0.4
25;Cundinamarca;25086;BELTRAN;164.738938;2217;0.706;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25086;BELTRAN;25;Cundinamarca;16.74510352;2.641084165;23.86124181;43.24742949;0
25;Cundinamarca;25095;BITUIMA;61.75229185;3004;0.73;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25095;BITUIMA;25;Cundinamarca;67.24430036;5.657144295;26.77319046;99.67463511;0.1
25;Cundinamarca;25099;BOJACA;92.36103344;12557;0.162;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25099;BOJACA;25;Cundinamarca;56.00716749;12.98982524;137.0440746;206.0410673;0.2
25;Cundinamarca;25120;CABRERA;386.8222907;5866;0.686;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25120;CABRERA;25;Cundinamarca;291.6772887;19.0470086;47.56043019;358.2847275;0.4
25;Cundinamarca;25120;CABRERA;386.8222907;5866;0.686;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68121;CABRERA;68;Santander;13.85732929;2.406434664;22.75729626;39.02106021;0
25;Cundinamarca;25123;CACHIPAY;51.88304747;12348;0.57;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25123;CACHIPAY;25;Cundinamarca;578.8679923;40.07010193;129.9890502;748.9271444;0.8
25;Cundinamarca;25126;CAJICA;54.85532852;104598;0.272;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25126;CAJICA;25;Cundinamarca;60.46630515;1324.338446;1205.72394;2590.528691;2.9
25;Cundinamarca;25148;CAPARRAPI;586.3678266;15244;0.666;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25148;CAPARRAPI;25;Cundinamarca;248.9358293;22.10676289;114.247746;385.2903382;0.4
25;Cundinamarca;25151;CAQUEZA;117.7809176;21147;0.474;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25151;CAQUEZA;25;Cundinamarca;173.6259089;24.26657292;196.6837267;394.5762085;0.4
25;Cundinamarca;25154;CARMEN DE CARUPA;320.3195051;9285;0.619;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25154;CARMEN DE CARUPA;25;Cundinamarca;94.91199013;10.76412991;70.11478708;175.7909071;0.2
25;Cundinamarca;25168;CHAGUANI;181.2735084;5111;0.686;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25168;CHAGUANI;25;Cundinamarca;55.11872322;6.119603203;38.18670744;99.42503387;0.1
25;Cundinamarca;25175;CHIA;82.92723012;168167;0.147;Region Centro Oriente;Cundinamarca;CHIA;CLINICA UNIVERSIDAD DE LA SABANA;832003167;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;CLINICA UNIVERSIDAD DE LA SABANA;20260214;20220717;20260716;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;25175;CHIA;25;Cundinamarca;39.66672338;491.0633975;3995.357632;4526.087753;5.1
25;Cundinamarca;25175;CHIA;82.92723012;168167;0.147;Region Centro Oriente;Cundinamarca;CHIA;FUNDACION SANTA FE DE BOGOTA;860037950;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;Centro Medico y de Atencion Prioritaria- Fundacion Santa Fe de Bogota mas cerca Chia;20270704;20231204;20271203;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;25175;CHIA;25;Cundinamarca;39.66672338;491.0633975;3995.357632;4526.087753;5.1
25;Cundinamarca;25178;CHIPAQUE;154.1639013;11715;0.628;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25178;CHIPAQUE;25;Cundinamarca;16.70561427;8.597291168;96.24173689;121.5446423;0.1
25;Cundinamarca;25181;CHOACHI;215.3603361;13519;0.535;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25181;CHOACHI;25;Cundinamarca;85.73295629;14.40710578;127.9111735;228.0512356;0.3
25;Cundinamarca;25183;CHOCONTA;278.9668976;25682;0.394;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25183;CHOCONTA;25;Cundinamarca;168.2010338;32.58194332;224.5973047;425.3802818;0.5
25;Cundinamarca;25200;COGUA;133.0995437;27695;0.562;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25200;COGUA;25;Cundinamarca;71.4231582;556.653162;302.1881248;930.2644449;1
25;Cundinamarca;25214;COTA;52.74319453;41477;0.297;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25214;COTA;25;Cundinamarca;16.96766237;1815.828462;2495.832775;4328.628899;4.9
25;Cundinamarca;25224;CUCUNUBA;107.0260337;9477;0.76;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25224;CUCUNUBA;25;Cundinamarca;263.4419013;7.447334369;85.05209946;355.9413351;0.4
25;Cundinamarca;25245;EL COLEGIO;112.2041581;29955;0.493;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25245;EL COLEGIO;25;Cundinamarca;337.0833426;42.97010307;345.4031916;725.4566373;0.8
25;Cundinamarca;25258;EL PE�ON;130.7023932;5665;0.78;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13268;EL PE�ON;13;Bolivar;58.73326706;11.65618713;61.19172551;131.5811797;0.3
25;Cundinamarca;25258;EL PE�ON;130.7023932;5665;0.78;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25258;EL PE�ON;25;Cundinamarca;96.97030421;8.674876345;43.30710801;148.9522886;0.2
25;Cundinamarca;25258;EL PE�ON;130.7023932;5665;0.78;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68250;EL PE�ON;68;Santander;26.49383967;4.894733665;46.18204119;77.57061452;0.1
25;Cundinamarca;25260;EL ROSAL;85.25886918;26738;0.08;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25260;EL ROSAL;25;Cundinamarca;103.7011582;37.64781667;256.5533967;397.9023716;0.4
25;Cundinamarca;25269;FACATATIVA;149.9237591;177093;0.06;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25269;FACATATIVA;25;Cundinamarca;140.6213863;2230.250559;1981.003126;4351.875071;4.9
25;Cundinamarca;25279;FOMEQUE;417.8484991;14841;0.476;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25279;FOMEQUE;25;Cundinamarca;250.395828;23.26900221;128.6444188;402.309249;0.5
25;Cundinamarca;25281;FOSCA;101.7241998;7068;0.672;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25281;FOSCA;25;Cundinamarca;94.96008048;9.485157551;55.90384854;160.3490866;0.2
25;Cundinamarca;25286;FUNZA;68.00921884;118669;0.015;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25286;FUNZA;25;Cundinamarca;43.25523684;2429.560168;1976.460787;4449.276192;5
25;Cundinamarca;25288;FUQUENE;73.34008798;6002;0.871;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25288;FUQUENE;25;Cundinamarca;82.3432981;79.7507989;54.59486634;216.6889633;0.2
25;Cundinamarca;25290;FUSAGASUGA;207.4874259;175589;0.121;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25290;FUSAGASUGA;25;Cundinamarca;608.6507341;225.7363135;2183.11155;3017.498598;3.4
25;Cundinamarca;25293;GACHALA;382.1140551;5279;0.575;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25293;GACHALA;25;Cundinamarca;30.21932808;5.447002341;49.64046521;85.30679563;0.1
25;Cundinamarca;25295;GACHANCIPA;41.15913276;21353;0.262;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25295;GACHANCIPA;25;Cundinamarca;35.25000118;174.7080518;312.0097503;521.9678033;0.6
25;Cundinamarca;25297;GACHETA;241.8660832;10166;0.51;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25297;GACHETA;25;Cundinamarca;34.65527417;9.749336094;104.6721688;149.076779;0.2
25;Cundinamarca;25299;GAMA;115.2746833;3773;0.673;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25299;GAMA;25;Cundinamarca;21.33244551;2.629617139;28.85418542;52.81624807;0.1
25;Cundinamarca;25307;GIRARDOT;126.5362101;127078;0.031;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25307;GIRARDOT;25;Cundinamarca;22.96796008;169.8264717;2249.935325;2442.729757;2.7
25;Cundinamarca;25312;GRANADA;65.44042087;8708;0.651;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5313;GRANADA;5;Antioquia;30.04521122;7.106997414;102.8099163;139.9621249;0.1
25;Cundinamarca;25312;GRANADA;65.44042087;8708;0.651;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25312;GRANADA;25;Cundinamarca;45.92857241;10.25354202;112.236755;168.4188694;0.2
25;Cundinamarca;25312;GRANADA;65.44042087;8708;0.651;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50313;GRANADA;50;Meta;771.0913012;133.4192013;841.4411184;1745.951621;3.4
25;Cundinamarca;25317;GUACHETA;177.3190441;16514;0.479;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25317;GUACHETA;25;Cundinamarca;260.306054;14.82088347;178.4250311;453.5519686;0.5
25;Cundinamarca;25320;GUADUAS;690.9479209;38181;0.461;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25320;GUADUAS;25;Cundinamarca;350.7678144;51.24739891;390.6991878;792.7144011;0.9
25;Cundinamarca;25322;GUASCA;347.4292969;19120;0.51;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25322;GUASCA;25;Cundinamarca;34.94070019;16.80707326;187.0351174;238.7828908;0.3
25;Cundinamarca;25324;GUATAQUI;82.14282394;3534;0.477;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25324;GUATAQUI;25;Cundinamarca;16.87441661;3.309020607;29.88677065;50.07020787;0.1
25;Cundinamarca;25326;GUATAVITA;253.7930612;7840;0.563;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25326;GUATAVITA;25;Cundinamarca;172.7022644;15.48701491;88.25227311;276.4415524;0.3
25;Cundinamarca;25328;GUAYABAL DE SIQUIMA;67.41534041;5516;0.68;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25328;GUAYABAL DE SIQUIMA;25;Cundinamarca;77.6967447;7.669343657;43.6322654;128.9983538;0.1
25;Cundinamarca;25335;GUAYABETAL;244.8014058;7763;0.6;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25335;GUAYABETAL;25;Cundinamarca;78.06673701;9.26320744;66.76545817;154.0954026;0.2
25;Cundinamarca;25339;GUTIERREZ;408.7192736;4178;0.624;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25339;GUTIERREZ;25;Cundinamarca;21.64497296;3.796229214;32.94820967;58.38941185;0.1
25;Cundinamarca;25368;JERUSALEN;230.9998592;2741;0.567;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25368;JERUSALEN;25;Cundinamarca;85.60473493;6.479065939;25.90443147;117.9882323;0.1
25;Cundinamarca;25372;JUNIN;321.4163581;7057;0.763;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25372;JUNIN;25;Cundinamarca;107.0971279;11.04257716;71.02972614;189.1694312;0.2
25;Cundinamarca;25377;LA CALERA;301.1692889;37538;0.461;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25377;LA CALERA;25;Cundinamarca;134.780959;161.1543828;403.5728537;699.5081956;0.8
25;Cundinamarca;25386;LA MESA;150.3431957;41213;0.401;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25386;LA MESA;25;Cundinamarca;933.8201268;131.6442298;1389.463225;2454.927581;2.8
25;Cundinamarca;25394;LA PALMA;200.156649;11494;0.489;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25394;LA PALMA;25;Cundinamarca;99.51623016;13.06597464;96.57284908;209.1550539;0.2
25;Cundinamarca;25398;LA PE�A;116.4031588;7175;0.734;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25398;LA PE�A;25;Cundinamarca;57.99189034;7.500070109;51.47556478;116.9675252;0.1
25;Cundinamarca;25402;LA VEGA;166.5175376;21300;0.546;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19397;LA VEGA;19;Cauca;46.94044093;16.27996949;120.3123919;183.5328023;0.7
25;Cundinamarca;25402;LA VEGA;166.5175376;21300;0.546;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25402;LA VEGA;25;Cundinamarca;133.8388774;24.27953938;234.3259185;392.4443353;0.4
25;Cundinamarca;25407;LENGUAZAQUE;153.9437118;12486;0.634;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25407;LENGUAZAQUE;25;Cundinamarca;262.5152299;129.6575726;113.5457263;505.7185287;0.6
25;Cundinamarca;25426;MACHETA;217.0348521;7396;0.639;Region Centro Oriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25426;MACHETA;25;Cundinamarca;43.84227866;7.380194778;62.46119471;113.6836682;0.1
