DP;Departamento;MPIO;Municipio;Superficie;PopTot;Rural;Region;depa_nombre;muni_nombre;nombre_prestador;nit_prestador;clase_prestador;ese;naturaleza_juridica;caracter_territorial;nivel_atencion;nombre_sede_prestador;FECHA_RENOVACION_CICLO;FECHA_ULTIMA_ACREDITACION;fecha_vencimiento_acreditacion;fecha_generacion_este_reporte;field15;field16;field17;field18;field19;field20;field21;field22;field23;field24;field25;field26;field27;field28;field29;field30;field31;field32;field33;field34;field35;C�digo Municipio;Municipio:1;C�digo Departamento;Departamento:1;Actividades primarias *;Actividades secundarias **;Actividades terciarias ***;Valor agregado;Peso relativo municipal en el valor agregado departamental (%)
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;INSTITUTO COLOMBIANO DEL SISTEMA NERVIOSO - CLINICA MONTSERRAT -;860007400;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;CENTRO CAMPOALEGRE;20260311;20220811;20260810;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;CPO S A;800149453;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;TORRE 7-CPO;20260326;20220825;20260824;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;CPO S A;800149453;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;CENTRO POLICLINICO DEL OLAYA;20260326;20220825;20260824;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;CPO S A;800149453;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;ODONTOAMERICAS;20260326;20220825;20260824;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;CPO S A;800149453;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;CHAPINERO CPO;20260326;20220825;20260824;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;CPO S A;800149453;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;DONTOLUCIA;20260326;20220825;20260824;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;CPO S A;800149453;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;CASTELLANA CPO;20260326;20220825;20260824;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;CPO S A;800149453;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;CALLE 98;20260326;20220825;20260824;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;FUNDACION ABOOD SHAIO;860006656;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;FUNDACION ABOOD SHAIO;20260413;20220913;20260912;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;Fundacion Javeriana de Servicios Medico Odontologicos Interuniversitarios Carlos Marquez Villegas-Javesalud;830018305;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;JAVESALUD TOBERIN;20260518;20221018;20261017;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;Fundacion Javeriana de Servicios Medico Odontologicos Interuniversitarios Carlos Marquez Villegas-Javesalud;830018305;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;JAVESALUD JAVERIANA;20260518;20221018;20261017;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;Fundacion Javeriana de Servicios Medico Odontologicos Interuniversitarios Carlos Marquez Villegas-Javesalud;830018305;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;JAVESALUD SANTA BEATRIZ;20260518;20221018;20261017;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;Fundacion Javeriana de Servicios Medico Odontologicos Interuniversitarios Carlos Marquez Villegas-Javesalud;830018305;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;JAVESALUD ALLIANZ;20260518;20221018;20261017;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;Fundacion Javeriana de Servicios Medico Odontologicos Interuniversitarios Carlos Marquez Villegas-Javesalud;830018305;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;JAVESALUD ALLIANZ SALITRE;20260518;20221018;20261017;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;CLINICA LOS NOGALES SAS;900291018;Instituciones Prestadoras de Servicios de Salud - IPS;;Privada;;;CLINICA LOS NOGALES SAS;20260711;20221211;20261210;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA;899999032;Instituciones Prestadoras de Servicios de Salud - IPS;SI;Publica;DEPARTAMENTAL;3;EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA;20260829;20230129;20270128;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;FUNDACION HOSPITAL DE LA MISERICORDIA;899999123;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;FUNDACION HOSPITAL DE LA MISERICORDIA;20261007;20230309;20270308;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.;900958564;Instituciones Prestadoras de Servicios de Salud - IPS;SI;Publica;DISTRITAL;3;UNIDAD DE SERVICIOS DE SALUD PASQUILLA;20261126;20230428;20270427;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.;900958564;Instituciones Prestadoras de Servicios de Salud - IPS;SI;Publica;DISTRITAL;3;UNIDAD DE SERVICIOS DE SALUD MOCHUELO;20261126;20230428;20270427;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.;900958564;Instituciones Prestadoras de Servicios de Salud - IPS;SI;Publica;DISTRITAL;3;UNIDAD DE SERVICIOS DE SALUD VISTA HERMOSA;20261126;20230428;20270427;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.;900958564;Instituciones Prestadoras de Servicios de Salud - IPS;SI;Publica;DISTRITAL;3;UNIDAD DE SERVICIOS DE SALUD SAN JUAN DE SUMAPAZ;20261126;20230428;20270427;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.;900958564;Instituciones Prestadoras de Servicios de Salud - IPS;SI;Publica;DISTRITAL;3;UNIDAD DE SERVICIOS DE SALUD DESTINO;20261126;20230428;20270427;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.;900958564;Instituciones Prestadoras de Servicios de Salud - IPS;SI;Publica;DISTRITAL;3;UNIDAD DE SERVICIOS DE SALUD NAZARETH;20261126;20230428;20270427;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA;860035992;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;Centro Medico Ambulatorio La Cardio102;20261221;20250312;20270522;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA;860035992;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA;20261221;20230523;20270522;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA;860035992;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;FUNDACION CARDIOINFANTIL-INSTITUTO DE CARDIOLOGIA;20261221;20230523;20270522;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;SOCIEDAD DE CIRUGIA DE BOGOTA HOSPITAL DE SAN JOSE;899999017;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;Sociedad de Cirugia de Bogota - Hospital de San Jose;20270429;20230929;20270928;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;CLINICA COLSANITAS S.A.;800149384;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;CLINICA REINA SOFIA;20270520;20231020;20271019;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;CLINICA COLSANITAS S.A.;800149384;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;CLINICA REINA SOFIA MEDICINA AVANZADA 125;20270520;20231020;20271019;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;CORPORACION HOSPITALARIA JUAN CIUDAD;900210981;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;HOSPITAL UNIVERSITARIO MAYOR-MEDERI;20270628;20231128;20271127;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;CORPORACION HOSPITALARIA JUAN CIUDAD;900210981;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI;20270628;20231128;20271127;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;FUNDACION SANTA FE DE BOGOTA;860037950;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;FUNDACION SANTA FE DE BOGOTA - CENTRO DE ATENCION PRIORITARIA;20270704;20231204;20271203;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;FUNDACION SANTA FE DE BOGOTA;860037950;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;EL INSTITUTO DE CANCER CARLOS ARDILA L�LLE- ICCAL;20270704;20231204;20271203;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;FUNDACION SANTA FE DE BOGOTA;860037950;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;Centro Medico y de Atencion Prioritaria Gran Estacion;20270704;20231204;20271203;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;FUNDACION SANTA FE DE BOGOTA;860037950;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;FUNDACION SANTA FE DE BOGOTA;20270704;20231204;20271203;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;INSTITUTO ROOSEVELT;860013874;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;INSTITUTO DE ORTOPEDIA INFANTIL ROOSEVELT;20271107;20240408;20280407;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;INSTITUTO ROOSEVELT;860013874;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;SEDE PROPACE;20271107;20240408;20280407;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;CLINICA COLSANITAS S.A.;800149384;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;CLINICA UNIVERSITARIA COLOMBIA;20271117;20240418;20280417;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;HOSPITAL UNIVERSITARIO SAN IGNACIO;860015536;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;HOSPITAL UNIVERSITARIO SAN IGNACIO LABORATORIO CLINICO DE ERRORES INNATOS DEL METABOLISMO;20280302;20240802;20280801;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;HOSPITAL UNIVERSITARIO SAN IGNACIO;860015536;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;Hospital Universitario San Ignacio Sede Calle 41;20280302;20240802;20280801;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;HOSPITAL UNIVERSITARIO SAN IGNACIO;860015536;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;CONSULTORES EN PSICOLOGIA HUSI;20280302;20240802;20280801;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;HOSPITAL UNIVERSITARIO SAN IGNACIO;860015536;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;INTELLECTUS CENTRO DE MEMORIA Y COGNICION;20280302;20240802;20280801;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;HOSPITAL UNIVERSITARIO SAN IGNACIO;860015536;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;HOSPITAL UNIVERSITARIO SAN IGNACIO;20280302;20240802;20280801;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;HOSPITAL UNIVERSITARIO SAN IGNACIO;860015536;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;CENTRO DE ATENCION INTEGRAL EN CUIDADOS PALIATIVOS;20280302;20240802;20280801;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;FUNDACION NEUMOLOGICA COLOMBIANA;800180553;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;FUNDACION NEUMOLOGICA COLOMBIANA;20280314;20240814;20280813;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
11;Bogota   D   C;11001;BOGOTA;1766.442724;7937898;0.004;Region Centro Oriente;Bogota D.C;BOGOTA;CLINICA DEL OCCIDENTE S.A.;860090566;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;CLINICA DEL OCCIDENTE S.A.;20280427;20240927;20280926;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;11001;BOGOTA;11;Bogota, D. C.;561.4786207;42424.93887;304992.5333;347978.9508;100
13;Bolivar;13001;CARTAGENA;580.0920393;1065881;0.117;Region Caribe;Cartagena;CARTAGENA;LABORATORIO CLINCO CONTINENTAL S.A.S;800132674;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;LABORATORIO CLINCO CONTINENTAL SAS BOCAGRANDE;20270128;20230629;20270629;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;13001;CARTAGENA;13;Bolivar;58.45820116;12273.02681;20742.52246;33074.00747;65.3
13;Bolivar;13001;CARTAGENA;580.0920393;1065881;0.117;Region Caribe;Cartagena;CARTAGENA;LABORATORIO CLINCO CONTINENTAL S.A.S;800132674;Instituciones Prestadoras de Servicios de Salud - IPS;NO;Privada;;;LABORATORIO CLINICO CONTINENTAL S.A.S SEDE LA PLAZUELA;20270128;20230629;20270629;18/05/2025 8:24:24 p.m.;;;;;;;;;;;;;;;;;;;;;;13001;CARTAGENA;13;Bolivar;58.45820116;12273.02681;20742.52246;33074.00747;65.3
13;Bolivar;13006;ACHI;999.9787753;27510;0.801;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13006;ACHI;13;Bolivar;168.0949323;36.18809432;215.4632063;419.746233;0.8
13;Bolivar;13030;ALTOS DEL ROSARIO;299.2077825;12279;0.667;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13030;ALTOS DEL ROSARIO;13;Bolivar;32.86270635;11.00495531;83.41950411;127.2871658;0.3
13;Bolivar;13042;ARENAL;486.8662621;8051;0.413;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13042;ARENAL;13;Bolivar;42.34818668;9.186471546;67.4976918;119.03235;0.2
13;Bolivar;13052;ARJONA;630.8872195;76455;0.228;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13052;ARJONA;13;Bolivar;166.4779158;83.81192388;689.491497;939.7813367;1.9
13;Bolivar;13062;ARROYOHONDO;148.271388;8872;0.455;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13062;ARROYOHONDO;13;Bolivar;25.59837995;9.092930686;69.74943758;104.4407482;0.2
13;Bolivar;13074;BARRANCO DE LOBA;457.3837263;16421;0.633;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13074;BARRANCO DE LOBA;13;Bolivar;48.96523811;16.86467896;126.3076862;192.1376032;0.4
13;Bolivar;13140;CALAMAR;236.254849;24982;0.449;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13140;CALAMAR;13;Bolivar;32.8303369;25.42185415;226.4032405;284.6554315;0.6
13;Bolivar;13140;CALAMAR;236.254849;24982;0.449;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95015;CALAMAR;95;Guaviare;50.53549341;7.173607828;70.30563221;128.0147334;10.5
13;Bolivar;13160;CANTAGALLO;900.6150845;9148;0.468;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13160;CANTAGALLO;13;Bolivar;824.052661;18.96501291;158.3826662;1001.40034;2
13;Bolivar;13188;CICUCO;120.7497647;14845;0.371;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13188;CICUCO;13;Bolivar;36.96853218;14.86657603;140.2169844;192.0520927;0.4
13;Bolivar;13212;CORDOBA;612.7712592;17685;0.789;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13212;CORDOBA;13;Bolivar;136.7332428;16.68394835;133.116705;286.5338961;0.6
13;Bolivar;13212;CORDOBA;612.7712592;17685;0.789;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52215;CORDOBA;52;Nari�o;90.32985649;11.28441279;99.02850742;200.6427767;0.9
13;Bolivar;13212;CORDOBA;612.7712592;17685;0.789;Region Caribe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63212;CORDOBA;63;Quindio;52.80692684;6.662730379;50.26042635;109.7300836;0.9
